Entity,Code,Day,p_proj_all_ages
Estonia,EST,2021-05-16,19.74
Estonia,EST,2021-05-23,2.94
Estonia,EST,2021-05-30,9.51
Estonia,EST,2021-06-06,4.98
Estonia,EST,2021-06-13,6.58
Estonia,EST,2021-06-20,8.59
Estonia,EST,2021-06-27,42.75
Estonia,EST,2021-07-04,17.38
Estonia,EST,2021-07-11,39
Estonia,EST,2021-07-18,21.07
Estonia,EST,2021-07-25,0.84
Estonia,EST,2021-08-01,0.25
Estonia,EST,2021-08-08,14.04
Estonia,EST,2021-08-15,6.91
Estonia,EST,2021-08-22,2.16
Estonia,EST,2021-08-29,11.19
Estonia,EST,2021-09-05,18.82
Estonia,EST,2021-09-12,28.28
Estonia,EST,2021-09-19,8.19
Estonia,EST,2021-09-26,22.6
Estonia,EST,2021-10-03,19.81
Estonia,EST,2021-10-10,16.3
Estonia,EST,2021-10-17,23.41
Estonia,EST,2021-10-24,23.19
Estonia,EST,2021-10-31,39.86
Estonia,EST,2021-11-07,41.76
Estonia,EST,2021-11-14,39.19
Estonia,EST,2021-11-21,35.95
Estonia,EST,2021-11-28,48.26
Estonia,EST,2021-12-05,24.03
Estonia,EST,2021-12-12,28.28
Estonia,EST,2021-12-19,23.73
Estonia,EST,2021-12-26,19.4
Estonia,EST,2022-01-02,26.92
Estonia,EST,2022-01-09,10.7
Estonia,EST,2022-01-16,6.39
Estonia,EST,2022-01-23,0.71
Estonia,EST,2022-01-30,4.28
Estonia,EST,2022-02-06,9.73
Estonia,EST,2022-02-13,7.04
Estonia,EST,2022-02-20,32.86
Estonia,EST,2022-02-27,26.6
Estonia,EST,2022-03-06,18.81
Estonia,EST,2022-03-13,13.76
Estonia,EST,2022-03-20,11.41
Estonia,EST,2022-03-27,9.57
Estonia,EST,2022-04-03,1.98
Estonia,EST,2022-04-10,3.93
Estonia,EST,2022-04-17,-2.84
Estonia,EST,2022-04-24,3.87
Estonia,EST,2022-05-01,-4.12
Estonia,EST,2022-05-08,0.95
Estonia,EST,2022-05-15,6.68
Faeroe Islands,FRO,2020-01-31,-27.91
Faeroe Islands,FRO,2020-02-29,-30.23
Faeroe Islands,FRO,2020-03-31,-27.54
Faeroe Islands,FRO,2020-04-30,21.21
Faeroe Islands,FRO,2020-05-31,-53.12
Faeroe Islands,FRO,2020-06-30,9.76
Faeroe Islands,FRO,2020-07-31,-7.74
Faeroe Islands,FRO,2020-08-31,-20
Faeroe Islands,FRO,2020-09-30,-16.15
Faeroe Islands,FRO,2020-10-31,-7.98
Faeroe Islands,FRO,2020-11-30,15.15
Faeroe Islands,FRO,2020-12-31,-10.33
Faeroe Islands,FRO,2021-01-31,-10.55
Faeroe Islands,FRO,2021-02-28,2.86
Faeroe Islands,FRO,2021-03-31,-40.48
Faeroe Islands,FRO,2021-04-30,19.05
Faeroe Islands,FRO,2021-05-31,-17.95
Faeroe Islands,FRO,2021-06-30,-10.18
Faeroe Islands,FRO,2021-07-31,2.34
Faeroe Islands,FRO,2021-08-31,-12.92
Faeroe Islands,FRO,2021-09-30,3.66
Faeroe Islands,FRO,2021-10-31,-6.63
Faeroe Islands,FRO,2021-11-30,25
Faeroe Islands,FRO,2021-12-31,41.71
Faeroe Islands,FRO,2022-01-31,-11.96
Faeroe Islands,FRO,2022-02-28,42.86
Faeroe Islands,FRO,2022-03-31,31.15
Finland,FIN,2020-01-05,-11.75
Finland,FIN,2020-01-12,-11.04
Finland,FIN,2020-01-19,-11.11
Finland,FIN,2020-01-26,-9.44
Finland,FIN,2020-02-02,-7.32
Finland,FIN,2020-02-09,-2.55
Finland,FIN,2020-02-16,-1.96
Finland,FIN,2020-02-23,-2.28
Finland,FIN,2020-03-01,-8.01
Finland,FIN,2020-03-08,-1.58
Finland,FIN,2020-03-15,-1.69
Finland,FIN,2020-03-22,1.19
Finland,FIN,2020-03-29,2.1
Finland,FIN,2020-04-05,1.07
Finland,FIN,2020-04-12,10.52
Finland,FIN,2020-04-19,1.39
Finland,FIN,2020-04-26,10.17
Finland,FIN,2020-05-03,6.8
Finland,FIN,2020-05-10,6.06
Finland,FIN,2020-05-17,11.29
Finland,FIN,2020-05-24,-2.33
Finland,FIN,2020-05-31,1.89
Finland,FIN,2020-06-07,-0.34
Finland,FIN,2020-06-14,3.27
Finland,FIN,2020-06-21,8.08
Finland,FIN,2020-06-28,5.06
Finland,FIN,2020-07-05,3
Finland,FIN,2020-07-12,-2.1
Finland,FIN,2020-07-19,4.1
Finland,FIN,2020-07-26,-3.08
Finland,FIN,2020-08-02,2.31
Finland,FIN,2020-08-09,0.85
Finland,FIN,2020-08-16,0.56
Finland,FIN,2020-08-23,3.69
Finland,FIN,2020-08-30,0.49
Finland,FIN,2020-09-06,-0.95
Finland,FIN,2020-09-13,13.97
Finland,FIN,2020-09-20,3.79
Finland,FIN,2020-09-27,7.61
Finland,FIN,2020-10-04,-5.84
Finland,FIN,2020-10-11,-5.75
Finland,FIN,2020-10-18,3.61
Finland,FIN,2020-10-25,1.33
Finland,FIN,2020-11-01,7.42
Finland,FIN,2020-11-08,1.28
Finland,FIN,2020-11-15,0.89
Finland,FIN,2020-11-22,7.14
Finland,FIN,2020-11-29,5.14
Finland,FIN,2020-12-06,3.69
Finland,FIN,2020-12-13,2.24
Finland,FIN,2020-12-20,3.48
Finland,FIN,2020-12-27,-4.61
Finland,FIN,2021-01-03,-0.56
Finland,FIN,2021-01-10,-7.5
Finland,FIN,2021-01-17,-6.51
Finland,FIN,2021-01-24,0.27
Finland,FIN,2021-01-31,0.3
Finland,FIN,2021-02-07,-5.39
Finland,FIN,2021-02-14,-8.28
Finland,FIN,2021-02-21,2.92
Finland,FIN,2021-02-28,0.85
Finland,FIN,2021-03-07,-5.01
Finland,FIN,2021-03-14,-7.15
Finland,FIN,2021-03-21,-3.63
Finland,FIN,2021-03-28,-8.5
Finland,FIN,2021-04-04,-3.6
Finland,FIN,2021-04-11,-4.46
Finland,FIN,2021-04-18,-3.97
Finland,FIN,2021-04-25,-2.86
Finland,FIN,2021-05-02,-3.32
Finland,FIN,2021-05-09,0.18
Finland,FIN,2021-05-16,9.44
Finland,FIN,2021-05-23,0.99
Finland,FIN,2021-05-30,0.92
Finland,FIN,2021-06-06,3.5
Finland,FIN,2021-06-13,-1.36
Finland,FIN,2021-06-20,3.14
Finland,FIN,2021-06-27,8.51
Finland,FIN,2021-07-04,3.07
Finland,FIN,2021-07-11,12.1
Finland,FIN,2021-07-18,18.19
Finland,FIN,2021-07-25,2.74
Finland,FIN,2021-08-01,2.63
Finland,FIN,2021-08-08,9.94
Finland,FIN,2021-08-15,15.41
Finland,FIN,2021-08-22,10.45
Finland,FIN,2021-08-29,8.01
Finland,FIN,2021-09-05,8.85
Finland,FIN,2021-09-12,15.32
Finland,FIN,2021-09-19,7.12
Finland,FIN,2021-09-26,10.45
Finland,FIN,2021-10-03,11.27
Finland,FIN,2021-10-10,8.93
Finland,FIN,2021-10-17,12.93
Finland,FIN,2021-10-24,14.98
Finland,FIN,2021-10-31,6.2
Finland,FIN,2021-11-07,2.55
Finland,FIN,2021-11-14,11.97
Finland,FIN,2021-11-21,16.61
Finland,FIN,2021-11-28,16.88
Finland,FIN,2021-12-05,16.03
Finland,FIN,2021-12-12,19.67
Finland,FIN,2021-12-19,12.5
Finland,FIN,2021-12-26,10.7
Finland,FIN,2022-01-02,12.2
Finland,FIN,2022-01-09,6.53
Finland,FIN,2022-01-16,5.69
Finland,FIN,2022-01-23,16.08
Finland,FIN,2022-01-30,6.83
Finland,FIN,2022-02-06,11.51
Finland,FIN,2022-02-13,16.02
Finland,FIN,2022-02-20,11.36
Finland,FIN,2022-02-27,2.51
Finland,FIN,2022-03-06,7.13
Finland,FIN,2022-03-13,10.19
Finland,FIN,2022-03-20,7.98
Finland,FIN,2022-03-27,8.28
Finland,FIN,2022-04-03,14.7
Finland,FIN,2022-04-10,15.88
Finland,FIN,2022-04-17,13.04
Finland,FIN,2022-04-24,9.68
Finland,FIN,2022-05-01,7.25
France,FRA,2020-01-05,-7.29
France,FRA,2020-01-12,-4.74
France,FRA,2020-01-19,-6.71
France,FRA,2020-01-26,-7.74
France,FRA,2020-02-02,-6.17
France,FRA,2020-02-09,-7.99
France,FRA,2020-02-16,-7.94
France,FRA,2020-02-23,-10.25
France,FRA,2020-03-01,-8.89
France,FRA,2020-03-08,-6.03
France,FRA,2020-03-15,1.81
France,FRA,2020-03-22,15.78
France,FRA,2020-03-29,35.62
France,FRA,2020-04-05,61.08
France,FRA,2020-04-12,53.15
France,FRA,2020-04-19,35.98
France,FRA,2020-04-26,14.35
France,FRA,2020-05-03,1.71
France,FRA,2020-05-10,0.88
France,FRA,2020-05-17,-0.67
France,FRA,2020-05-24,2.69
France,FRA,2020-05-31,-1.19
France,FRA,2020-06-07,-1.05
France,FRA,2020-06-14,-0.26
France,FRA,2020-06-21,-2.18
France,FRA,2020-06-28,4.03
France,FRA,2020-07-05,-9.25
France,FRA,2020-07-12,-1.87
France,FRA,2020-07-19,-5.68
France,FRA,2020-07-26,-1.76
France,FRA,2020-08-02,3.97
France,FRA,2020-08-09,1.85
France,FRA,2020-08-16,14.05
France,FRA,2020-08-23,-0.95
France,FRA,2020-08-30,-0.69
France,FRA,2020-09-06,2.41
France,FRA,2020-09-13,5.15
France,FRA,2020-09-20,8
France,FRA,2020-09-27,-0.5
France,FRA,2020-10-04,6.15
France,FRA,2020-10-11,3.49
France,FRA,2020-10-18,7.62
France,FRA,2020-10-25,19.54
France,FRA,2020-11-01,27.43
France,FRA,2020-11-08,34.75
France,FRA,2020-11-15,33.38
France,FRA,2020-11-22,27.96
France,FRA,2020-11-29,24.08
France,FRA,2020-12-06,21.45
France,FRA,2020-12-13,18.34
France,FRA,2020-12-20,11.96
France,FRA,2020-12-27,6.88
France,FRA,2021-01-03,11.25
France,FRA,2021-01-10,6.08
France,FRA,2021-01-17,4.89
France,FRA,2021-01-24,11.36
France,FRA,2021-01-31,9.82
France,FRA,2021-02-07,7.22
France,FRA,2021-02-14,4.24
France,FRA,2021-02-21,5.33
France,FRA,2021-02-28,0.26
France,FRA,2021-03-07,-2.63
France,FRA,2021-03-14,-1.67
France,FRA,2021-03-21,4.3
France,FRA,2021-03-28,5.26
France,FRA,2021-04-04,10.02
France,FRA,2021-04-11,10.42
France,FRA,2021-04-18,13.14
France,FRA,2021-04-25,15.76
France,FRA,2021-05-02,12.71
France,FRA,2021-05-09,11.94
France,FRA,2021-05-16,4.29
France,FRA,2021-05-23,2.89
France,FRA,2021-05-30,1.22
France,FRA,2021-06-06,1.5
France,FRA,2021-06-13,0.68
France,FRA,2021-06-20,3.57
France,FRA,2021-06-27,-8.33
France,FRA,2021-07-04,-5.98
France,FRA,2021-07-11,-5.82
France,FRA,2021-07-18,-2.67
France,FRA,2021-07-25,6.09
France,FRA,2021-08-01,-1.41
France,FRA,2021-08-08,-0.04
France,FRA,2021-08-15,8.73
France,FRA,2021-08-22,7.71
France,FRA,2021-08-29,2.2
France,FRA,2021-09-05,7.43
France,FRA,2021-09-12,12.02
France,FRA,2021-09-19,1.85
France,FRA,2021-09-26,-0.84
France,FRA,2021-10-03,2.63
France,FRA,2021-10-10,1.24
France,FRA,2021-10-17,4.53
France,FRA,2021-10-24,4.99
France,FRA,2021-10-31,6.04
France,FRA,2021-11-07,0.96
France,FRA,2021-11-14,3.79
France,FRA,2021-11-21,4.73
France,FRA,2021-11-28,8.7
France,FRA,2021-12-05,13.1
France,FRA,2021-12-12,15.86
France,FRA,2021-12-19,12.38
France,FRA,2021-12-26,14.9
France,FRA,2022-01-02,13.08
France,FRA,2022-01-09,4.4
France,FRA,2022-01-16,3.37
France,FRA,2022-01-23,5.46
France,FRA,2022-01-30,10.94
France,FRA,2022-02-06,11.17
France,FRA,2022-02-13,4.25
France,FRA,2022-02-20,1.17
France,FRA,2022-02-27,-5.14
France,FRA,2022-03-06,-5.11
France,FRA,2022-03-13,-4.75
France,FRA,2022-03-20,-2.04
France,FRA,2022-03-27,0.32
France,FRA,2022-04-03,4.07
France,FRA,2022-04-10,6.94
France,FRA,2022-04-17,4.31
French Guiana,GUF,2020-01-05,-4.55
French Guiana,GUF,2020-01-12,-39.39
French Guiana,GUF,2020-01-19,-24.78
French Guiana,GUF,2020-01-26,-7.08
French Guiana,GUF,2020-02-02,-3.23
French Guiana,GUF,2020-02-09,-45.65
French Guiana,GUF,2020-02-16,-25
French Guiana,GUF,2020-02-23,-4.49
French Guiana,GUF,2020-03-01,-23.91
French Guiana,GUF,2020-03-08,-9.09
French Guiana,GUF,2020-03-15,41.98
French Guiana,GUF,2020-03-22,-38.78
French Guiana,GUF,2020-03-29,29.21
French Guiana,GUF,2020-04-05,-44.95
French Guiana,GUF,2020-04-12,-43.4
French Guiana,GUF,2020-04-19,-70.59
French Guiana,GUF,2020-04-26,-24.53
French Guiana,GUF,2020-05-03,-56.73
French Guiana,GUF,2020-05-10,-17.58
French Guiana,GUF,2020-05-17,-2.44
French Guiana,GUF,2020-05-24,-40.37
French Guiana,GUF,2020-05-31,-35
French Guiana,GUF,2020-06-07,8.7
French Guiana,GUF,2020-06-14,-2.3
French Guiana,GUF,2020-06-21,73.91
French Guiana,GUF,2020-06-28,26.26
French Guiana,GUF,2020-07-05,16.82
French Guiana,GUF,2020-07-12,25
French Guiana,GUF,2020-07-19,38.66
French Guiana,GUF,2020-07-26,8.91
French Guiana,GUF,2020-08-02,-1.79
French Guiana,GUF,2020-08-09,-5.94
French Guiana,GUF,2020-08-16,-32.04
French Guiana,GUF,2020-08-23,26.37
French Guiana,GUF,2020-08-30,25
French Guiana,GUF,2020-09-06,-8.05
French Guiana,GUF,2020-09-13,-51.46
French Guiana,GUF,2020-09-20,12.24
French Guiana,GUF,2020-09-27,-12.09
French Guiana,GUF,2020-10-04,1.06
French Guiana,GUF,2020-10-11,18.75
French Guiana,GUF,2020-10-18,35.29
French Guiana,GUF,2020-10-25,-10.89
French Guiana,GUF,2020-11-01,54.76
French Guiana,GUF,2020-11-08,-11.46
French Guiana,GUF,2020-11-15,-50.45
French Guiana,GUF,2020-11-22,31.25
French Guiana,GUF,2020-11-29,2.04
French Guiana,GUF,2020-12-06,14.13
French Guiana,GUF,2020-12-13,-27.27
French Guiana,GUF,2020-12-20,-21.57
French Guiana,GUF,2020-12-27,12.36
French Guiana,GUF,2021-01-03,-15.73
French Guiana,GUF,2021-01-10,-7.89
French Guiana,GUF,2021-01-17,21.36
French Guiana,GUF,2021-01-24,-23.08
French Guiana,GUF,2021-01-31,-5.98
French Guiana,GUF,2021-02-07,13.4
French Guiana,GUF,2021-02-14,4.17
French Guiana,GUF,2021-02-21,0.96
French Guiana,GUF,2021-02-28,12.9
French Guiana,GUF,2021-03-07,-6.25
French Guiana,GUF,2021-03-14,30.43
French Guiana,GUF,2021-03-21,70.59
French Guiana,GUF,2021-03-28,47.06
French Guiana,GUF,2021-04-04,39.78
French Guiana,GUF,2021-04-11,-11.5
French Guiana,GUF,2021-04-18,-36.36
French Guiana,GUF,2021-04-25,-26.83
French Guiana,GUF,2021-05-02,-40.91
French Guiana,GUF,2021-05-09,-7.41
French Guiana,GUF,2021-05-16,-5.26
French Guiana,GUF,2021-05-23,39.53
French Guiana,GUF,2021-05-30,6.19
French Guiana,GUF,2021-06-06,20.19
French Guiana,GUF,2021-06-13,56.25
French Guiana,GUF,2021-06-20,70.33
French Guiana,GUF,2021-06-27,82.29
French Guiana,GUF,2021-07-04,-2.91
French Guiana,GUF,2021-07-11,57.66
French Guiana,GUF,2021-07-18,60
French Guiana,GUF,2021-07-25,21.95
French Guiana,GUF,2021-08-01,47.62
French Guiana,GUF,2021-08-08,55.17
French Guiana,GUF,2021-08-15,14.29
French Guiana,GUF,2021-08-22,54.21
French Guiana,GUF,2021-08-29,105.26
French Guiana,GUF,2021-09-05,60
French Guiana,GUF,2021-09-12,53.85
French Guiana,GUF,2021-09-19,77.57
French Guiana,GUF,2021-09-26,115.69
French Guiana,GUF,2021-10-03,110.53
French Guiana,GUF,2021-10-10,73.47
French Guiana,GUF,2021-10-17,66.67
French Guiana,GUF,2021-10-24,46.07
French Guiana,GUF,2021-10-31,66.67
French Guiana,GUF,2021-11-07,64.77
French Guiana,GUF,2021-11-14,30
French Guiana,GUF,2021-11-21,-21.74
French Guiana,GUF,2021-11-28,13.1
French Guiana,GUF,2021-12-05,-36.27
French Guiana,GUF,2021-12-12,9.38
French Guiana,GUF,2021-12-19,-25.44
French Guiana,GUF,2021-12-26,-0.94
French Guiana,GUF,2022-01-02,18.28
French Guiana,GUF,2022-01-09,14.41
French Guiana,GUF,2022-01-16,26.17
French Guiana,GUF,2022-01-23,61.16
French Guiana,GUF,2022-01-30,44.63
French Guiana,GUF,2022-02-06,3.96
French Guiana,GUF,2022-02-13,-5
French Guiana,GUF,2022-02-20,25
French Guiana,GUF,2022-02-27,-2.06
French Guiana,GUF,2022-03-06,10
French Guiana,GUF,2022-03-13,-1.04
French Guiana,GUF,2022-03-20,6.74
French Guiana,GUF,2022-03-27,-48.11
French Guiana,GUF,2022-04-03,-38.14
French Guiana,GUF,2022-04-10,-44.44
French Guiana,GUF,2022-04-17,5.26
French Polynesia,PYF,2020-01-31,-15.65
French Polynesia,PYF,2020-02-29,-0.3
French Polynesia,PYF,2020-03-31,2.35
French Polynesia,PYF,2020-04-30,-7.48
French Polynesia,PYF,2020-05-31,-9.88
French Polynesia,PYF,2020-06-30,-2.33
French Polynesia,PYF,2020-07-31,-19.38
French Polynesia,PYF,2020-08-31,-21.34
French Polynesia,PYF,2020-09-30,5.22
French Polynesia,PYF,2020-10-31,3.98
French Polynesia,PYF,2020-11-30,11.66
French Polynesia,PYF,2020-12-31,26.95
French Polynesia,PYF,2021-01-31,5.44
French Polynesia,PYF,2021-02-28,4.42
French Polynesia,PYF,2021-03-31,-17.51
French Polynesia,PYF,2021-04-30,-24.16
French Polynesia,PYF,2021-05-31,-16.96
French Polynesia,PYF,2021-06-30,-13.86
French Polynesia,PYF,2021-07-31,-7.47
French Polynesia,PYF,2021-08-31,281.55
French Polynesia,PYF,2021-09-30,144.46
Georgia,GEO,2020-01-31,0.97
Georgia,GEO,2020-02-29,6.72
Georgia,GEO,2020-03-31,-3.56
Georgia,GEO,2020-04-30,-6.21
Georgia,GEO,2020-05-31,1.1
Georgia,GEO,2020-06-30,1.4
Georgia,GEO,2020-07-31,8.96
Georgia,GEO,2020-08-31,-3.47
Georgia,GEO,2020-09-30,5.36
Georgia,GEO,2020-10-31,13.79
Georgia,GEO,2020-11-30,55.38
Georgia,GEO,2020-12-31,50.76
Georgia,GEO,2021-01-31,13.85
Georgia,GEO,2021-02-28,2.45
Georgia,GEO,2021-03-31,6.03
Georgia,GEO,2021-04-30,9.49
Georgia,GEO,2021-05-31,21.8
Georgia,GEO,2021-06-30,21.25
Georgia,GEO,2021-07-31,26.42
Georgia,GEO,2021-08-31,75.51
Georgia,GEO,2021-09-30,73.8
Georgia,GEO,2021-10-31,59.66
Georgia,GEO,2021-11-30,75.5
Georgia,GEO,2021-12-31,46.06
Germany,DEU,2020-01-05,-3.87
Germany,DEU,2020-01-12,-2.79
Germany,DEU,2020-01-19,-5.05
Germany,DEU,2020-01-26,-6.71
Germany,DEU,2020-02-02,-5.22
Germany,DEU,2020-02-09,-8.78
Germany,DEU,2020-02-16,-8.24
Germany,DEU,2020-02-23,-13.33
Germany,DEU,2020-03-01,-12.82
Germany,DEU,2020-03-08,-10.04
Germany,DEU,2020-03-15,-5.19
Germany,DEU,2020-03-22,-1.74
Germany,DEU,2020-03-29,1.42
Germany,DEU,2020-04-05,9.04
Germany,DEU,2020-04-12,11.65
Germany,DEU,2020-04-19,7.36
Germany,DEU,2020-04-26,3.75
Germany,DEU,2020-05-03,2.85
Germany,DEU,2020-05-10,-0.25
Germany,DEU,2020-05-17,-1.51
Germany,DEU,2020-05-24,1.25
Germany,DEU,2020-05-31,-1.9
Germany,DEU,2020-06-07,1.88
Germany,DEU,2020-06-14,0.94
Germany,DEU,2020-06-21,-2.28
Germany,DEU,2020-06-28,2.32
Germany,DEU,2020-07-05,-5.61
Germany,DEU,2020-07-12,-3.48
Germany,DEU,2020-07-19,-3.49
Germany,DEU,2020-07-26,-4.65
Germany,DEU,2020-08-02,0.35
Germany,DEU,2020-08-09,2.73
Germany,DEU,2020-08-16,17.1
Germany,DEU,2020-08-23,5.49
Germany,DEU,2020-08-30,-0.87
Germany,DEU,2020-09-06,2.44
Germany,DEU,2020-09-13,3.15
Germany,DEU,2020-09-20,5.26
Germany,DEU,2020-09-27,3.58
Germany,DEU,2020-10-04,3.54
Germany,DEU,2020-10-11,-1.04
Germany,DEU,2020-10-18,0.94
Germany,DEU,2020-10-25,5.6
Germany,DEU,2020-11-01,6.06
Germany,DEU,2020-11-08,5.91
Germany,DEU,2020-11-15,9.62
Germany,DEU,2020-11-22,11.08
Germany,DEU,2020-11-29,16.3
Germany,DEU,2020-12-06,20.65
Germany,DEU,2020-12-13,28.25
Germany,DEU,2020-12-20,29.54
Germany,DEU,2020-12-27,36.18
Germany,DEU,2021-01-03,35.76
Germany,DEU,2021-01-10,25.61
Germany,DEU,2021-01-17,21.88
Germany,DEU,2021-01-24,19.78
Germany,DEU,2021-01-31,11.44
Germany,DEU,2021-02-07,3.5
Germany,DEU,2021-02-14,-0.37
Germany,DEU,2021-02-21,-5.02
Germany,DEU,2021-02-28,-13.88
Germany,DEU,2021-03-07,-18.09
Germany,DEU,2021-03-14,-15.42
Germany,DEU,2021-03-21,-12.99
Germany,DEU,2021-03-28,-8.98
Germany,DEU,2021-04-04,-5.36
Germany,DEU,2021-04-11,-1.36
Germany,DEU,2021-04-18,3.07
Germany,DEU,2021-04-25,6.48
Germany,DEU,2021-05-02,8.24
Germany,DEU,2021-05-09,9.94
Germany,DEU,2021-05-16,4.24
Germany,DEU,2021-05-23,2.25
Germany,DEU,2021-05-30,0.44
Germany,DEU,2021-06-06,5.36
Germany,DEU,2021-06-13,1.91
Germany,DEU,2021-06-20,14.87
Germany,DEU,2021-06-27,1.57
Germany,DEU,2021-07-04,-0.3
Germany,DEU,2021-07-11,-3.5
Germany,DEU,2021-07-18,4.54
Germany,DEU,2021-07-25,1.82
Germany,DEU,2021-08-01,-3.59
Germany,DEU,2021-08-08,-2.91
Germany,DEU,2021-08-15,2.27
Germany,DEU,2021-08-22,2.77
Germany,DEU,2021-08-29,2.27
Germany,DEU,2021-09-05,2.34
Germany,DEU,2021-09-12,13.95
Germany,DEU,2021-09-19,7.44
Germany,DEU,2021-09-26,7.73
Germany,DEU,2021-10-03,6.55
Germany,DEU,2021-10-10,5.98
Germany,DEU,2021-10-17,6.13
Germany,DEU,2021-10-24,11.46
Germany,DEU,2021-10-31,14.24
Germany,DEU,2021-11-07,15.07
Germany,DEU,2021-11-14,16.13
Germany,DEU,2021-11-21,22.77
Germany,DEU,2021-11-28,26.55
Germany,DEU,2021-12-05,30.63
Germany,DEU,2021-12-12,26.72
Germany,DEU,2021-12-19,20.98
Germany,DEU,2021-12-26,16.32
Germany,DEU,2022-01-02,16.38
Germany,DEU,2022-01-09,3.72
Germany,DEU,2022-01-16,-2.29
Germany,DEU,2022-01-23,-2.63
Germany,DEU,2022-01-30,-1.93
Germany,DEU,2022-02-06,-2.79
Germany,DEU,2022-02-13,-3.89
Germany,DEU,2022-02-20,-3.3
Germany,DEU,2022-02-27,-8.65
Germany,DEU,2022-03-06,-9.28
Germany,DEU,2022-03-13,-5.26
Germany,DEU,2022-03-20,-0.75
Germany,DEU,2022-03-27,2.91
Germany,DEU,2022-04-03,4.72
Germany,DEU,2022-04-10,7.56
Germany,DEU,2022-04-17,6.88
Germany,DEU,2022-04-24,5.88
Germany,DEU,2022-05-01,4.4
Germany,DEU,2022-05-08,6.36
Gibraltar,GIB,2020-01-31,0.59
Gibraltar,GIB,2020-02-29,-6.9
Gibraltar,GIB,2020-03-31,-4.76
Gibraltar,GIB,2020-04-30,-9.48
Gibraltar,GIB,2020-05-31,-49.15
Gibraltar,GIB,2020-06-30,-29.82
Gibraltar,GIB,2020-07-31,13.86
Gibraltar,GIB,2020-08-31,-8.33
Gibraltar,GIB,2020-09-30,-8.73
Gibraltar,GIB,2020-10-31,0.81
Gibraltar,GIB,2020-11-30,18.18
Gibraltar,GIB,2020-12-31,-45.16
Gibraltar,GIB,2021-01-31,157.23
Greece,GRC,2020-01-05,-3.25
Greece,GRC,2020-01-12,-3.59
Greece,GRC,2020-01-19,-2.44
Greece,GRC,2020-01-26,-4.2
Greece,GRC,2020-02-02,5.3
Greece,GRC,2020-02-09,4.4
Greece,GRC,2020-02-16,7.29
Greece,GRC,2020-02-23,-3.94
Greece,GRC,2020-03-01,-1.95
Greece,GRC,2020-03-08,4.93
Greece,GRC,2020-03-15,4.58
Greece,GRC,2020-03-22,5.36
Greece,GRC,2020-03-29,2.86
Greece,GRC,2020-04-05,1.8
Greece,GRC,2020-04-12,-1.01
Greece,GRC,2020-04-19,-3.1
Greece,GRC,2020-04-26,-4.18
Greece,GRC,2020-05-03,-1.03
Greece,GRC,2020-05-10,-5.58
Greece,GRC,2020-05-17,14.36
Greece,GRC,2020-05-24,9.68
Greece,GRC,2020-05-31,-11.88
Greece,GRC,2020-06-07,-5.09
Greece,GRC,2020-06-14,-3.22
Greece,GRC,2020-06-21,-2.29
Greece,GRC,2020-06-28,-6.85
Greece,GRC,2020-07-05,14.9
Greece,GRC,2020-07-12,-0.38
Greece,GRC,2020-07-19,-2.9
Greece,GRC,2020-07-26,-4.27
Greece,GRC,2020-08-02,13.1
Greece,GRC,2020-08-09,3.1
Greece,GRC,2020-08-16,2.3
Greece,GRC,2020-08-23,7.54
Greece,GRC,2020-08-30,4.94
Greece,GRC,2020-09-06,6.37
Greece,GRC,2020-09-13,7.99
Greece,GRC,2020-09-20,10.22
Greece,GRC,2020-09-27,5.72
Greece,GRC,2020-10-04,4.75
Greece,GRC,2020-10-11,1.39
Greece,GRC,2020-10-18,-2.42
Greece,GRC,2020-10-25,0.06
Greece,GRC,2020-11-01,5.66
Greece,GRC,2020-11-08,7.91
Greece,GRC,2020-11-15,18.45
Greece,GRC,2020-11-22,32
Greece,GRC,2020-11-29,37.96
Greece,GRC,2020-12-06,37.65
Greece,GRC,2020-12-13,25.48
Greece,GRC,2020-12-20,15.48
Greece,GRC,2020-12-27,4.56
Greece,GRC,2021-01-03,1.34
Greece,GRC,2021-01-10,-7.32
Greece,GRC,2021-01-17,-18.1
Greece,GRC,2021-01-24,-10.18
Greece,GRC,2021-01-31,-10.05
Greece,GRC,2021-02-07,-12.76
Greece,GRC,2021-02-14,-10.37
Greece,GRC,2021-02-21,-3.14
Greece,GRC,2021-02-28,3.03
Greece,GRC,2021-03-07,4.22
Greece,GRC,2021-03-14,4.57
Greece,GRC,2021-03-21,11.39
Greece,GRC,2021-03-28,13.24
Greece,GRC,2021-04-04,22.59
Greece,GRC,2021-04-11,19.32
Greece,GRC,2021-04-18,23.5
Greece,GRC,2021-04-25,12.99
Greece,GRC,2021-05-02,21.01
Greece,GRC,2021-05-09,25.03
Greece,GRC,2021-05-16,7.22
Greece,GRC,2021-05-23,14.6
Greece,GRC,2021-05-30,20.71
Greece,GRC,2021-06-06,3.32
Greece,GRC,2021-06-13,7.23
Greece,GRC,2021-06-20,0.49
Greece,GRC,2021-06-27,21.9
Greece,GRC,2021-07-04,33.67
Greece,GRC,2021-07-11,15.34
Greece,GRC,2021-07-18,15.79
Greece,GRC,2021-07-25,10.37
Greece,GRC,2021-08-01,20.06
Greece,GRC,2021-08-08,60.73
Greece,GRC,2021-08-15,19.51
Greece,GRC,2021-08-22,14.46
Greece,GRC,2021-08-29,25.5
Greece,GRC,2021-09-05,16.17
